premise,hypothesis,extra,label,generic,concept,hyp_type_pl,reasoning_steps,reasoning_type,extra_type
Goats have horns. Yebs are goats. Goqs are Yebs.,Goqs have horns.,Yebs do not have horns,W,Goats have horns.,Goats,Goqs,2,W-case,Nonsense
Squirrels sit on branches. A Goq is a squirrel.,A Goq sits on branches.,A red squirrel is a squirrel. A red squirrel sits on branches.,S,Squirrels sit on branches.,Squirrels,Goqs,1,S-case,Real
Squirrels sit on branches. A Goq is a squirrel.,A Goq sits on branches.,A Dofik is a squirrel. A Dofik sits on branches.,S,Squirrels sit on branches.,Squirrels,Goqs,1,S-case,Nonsense
Squirrels sit on branches. A Goq is a squirrel.,A Goq sits on branches.,Squirrels that are in a hurry are squirrels. Squirrels that are in a hurry do not sit on branches.,W,Squirrels sit on branches.,Squirrels,Goqs,1,W-case,Real
Squirrels sit on branches. A Goq is a squirrel.,A Goq sits on branches.,A Dofik is a squirrel. Dofiks do not sit on branches.,W,Squirrels sit on branches.,Squirrels,Goqs,1,W-case,Nonsense
Squirrels sit on branches. A Goq is a squirrel.,A Goq sits on branches.,Monkeys are not squirrels. Monkeys sit on branches.,N,Squirrels sit on branches.,Squirrels,Goqs,1,S-alt,Real
Squirrels sit on branches. A Goq is a squirrel.,A Goq sits on branches.,A Dofik is not a squirrel. A Dofik sits on branches.,N,Squirrels sit on branches.,Squirrels,Goqs,1,S-alt,Nonsense
Squirrels sit on branches. A Goq is a squirrel.,A Goq sits on branches.,A Dofik is not a squirrel. Dofiks do not sit on branches.,N,Squirrels sit on branches.,Squirrels,Goqs,1,N-alt,Nonsense
Squirrels sit on branches. A Goq is a squirrel.,A Goq sits on branches.,Emus are not squirrels. Emus do not sit on branches.,N,Squirrels sit on branches.,Squirrels,Goqs,1,N-alt,Real
Squirrels sit on branches. A Goq is a squirrel.,A Goq sits on branches.,Squirrels sit on the ground.,N,Squirrels sit on branches.,Squirrels,Goqs,1,N-prop,Real
Squirrels sit on branches. A red squirrel is a squirrel. A Goq is a red squirrel.,A Goq sits on branches.,A red squirrel sits on branches.,S,Squirrels sit on branches.,Squirrels,Goqs,2,S-case,Real
Squirrels sit on branches. Squirrels that are in a hurry are squirrels. Goqs are squirrels that are in a hurry.,A Goq sits on branches.,Squirrels that are in a hurry do not sit on branches.,W,Squirrels sit on branches.,Squirrels,Goqs,2,W-case,Real
Squirrels sit on branches. A Yeb is a squirrel. A Goq is a Yeb.,A Goq sits on branches.,A Yeb sits on branches,S,Squirrels sit on branches.,Squirrels,Goqs,2,S-case,Nonsense
Squirrels sit on branches. A Yeb is a squirrel. A Goq is a Yeb.,A Goq sits on branches.,Yebs do not sit on branches,W,Squirrels sit on branches.,Squirrels,Goqs,2,W-case,Nonsense
Wolves have teeth. A Yeb is a wolf.,A Yeb has teeth.,A mexican gray wolf is a wolf. A mexican gray wolf has teeth.,S,Wolves have teeth.,Wolves,Yebs,1,S-case,Real
Wolves have teeth. A Yeb is a wolf.,A Yeb has teeth.,A Wumox is a wolf. A Wumox has teeth.,S,Wolves have teeth.,Wolves,Yebs,1,S-case,Nonsense
Wolves have teeth. A Yeb is a wolf.,A Yeb has teeth.,Wolves that have had their teeth pulled out for some other reason are wolves. Wolves that have had their teeth pulled out for some other reason do not have teeth.,W,Wolves have teeth.,Wolves,Yebs,1,W-case,Real
Wolves have teeth. A Yeb is a wolf.,A Yeb has teeth.,A Wumox is a wolf. Wumoxes do not have teeth.,W,Wolves have teeth.,Wolves,Yebs,1,W-case,Nonsense
Wolves have teeth. A Yeb is a wolf.,A Yeb has teeth.,Piranhas are not wolves. Piranhas have teeth.,N,Wolves have teeth.,Wolves,Yebs,1,S-alt,Real
Wolves have teeth. A Yeb is a wolf.,A Yeb has teeth.,A Wumox is not a wolf. A Wumox has teeth.,N,Wolves have teeth.,Wolves,Yebs,1,S-alt,Nonsense
Wolves have teeth. A Yeb is a wolf.,A Yeb has teeth.,A Wumox is not a wolf. Wumoxes do not have teeth.,N,Wolves have teeth.,Wolves,Yebs,1,N-alt,Nonsense
Wolves have teeth. A Yeb is a wolf.,A Yeb has teeth.,Hawks are not wolves. Hawks do not have teeth.,N,Wolves have teeth.,Wolves,Yebs,1,N-alt,Real
Wolves have teeth. A Yeb is a wolf.,A Yeb has teeth.,Wolves have a sense of smell.,N,Wolves have teeth.,Wolves,Yebs,1,N-prop,Real
Wolves have teeth. A mexican gray wolf is a wolf. A Yeb is a mexican gray wolf.,A Yeb has teeth.,A mexican gray wolf has teeth.,S,Wolves have teeth.,Wolves,Yebs,2,S-case,Real
Wolves have teeth. Wolves that have had their teeth pulled out for some other reason are wolves. Yebs are wolves that have had their teeth pulled out for some other reason.,A Yeb has teeth.,Wolves that have had their teeth pulled out for some other reason do not have teeth.,W,Wolves have teeth.,Wolves,Yebs,2,W-case,Real
Wolves have teeth. A Bafu is a wolf. A Yeb is a Bafu.,A Yeb has teeth.,A Bafu has teeth,S,Wolves have teeth.,Wolves,Yebs,2,S-case,Nonsense
Wolves have teeth. A Bafu is a wolf. A Yeb is a Bafu.,A Yeb has teeth.,Bafus do not have teeth,W,Wolves have teeth.,Wolves,Yebs,2,W-case,Nonsense
Elephants have tusks. A Wumox is an elephant.,A Wumox has tusks.,An african elephant is an elephant. An african elephant has tusks.,S,Elephants have tusks.,Elephants,Wumoxes,1,S-case,Real
Elephants have tusks. A Wumox is an elephant.,A Wumox has tusks.,A Bafu is an elephant. A Bafu has tusks.,S,Elephants have tusks.,Elephants,Wumoxes,1,S-case,Nonsense
Elephants have tusks. A Wumox is an elephant.,A Wumox has tusks.,Elephants that have a genetic disorder that causes them not to grow tusks are elephants. Elephants that have a genetic disorder that causes them not to grow tusks do not have tusks.,W,Elephants have tusks.,Elephants,Wumoxes,1,W-case,Real
Elephants have tusks. A Wumox is an elephant.,A Wumox has tusks.,A Bafu is an elephant. Bafus do not have tusks.,W,Elephants have tusks.,Elephants,Wumoxes,1,W-case,Nonsense
Elephants have tusks. A Wumox is an elephant.,A Wumox has tusks.,Some hippopotamuses are not elephants. Some hippopotamuses have tusks.,N,Elephants have tusks.,Elephants,Wumoxes,1,S-alt,Real
Elephants have tusks. A Wumox is an elephant.,A Wumox has tusks.,A Bafu is not an elephant. A Bafu has tusks.,N,Elephants have tusks.,Elephants,Wumoxes,1,S-alt,Nonsense
Elephants have tusks. A Wumox is an elephant.,A Wumox has tusks.,A Bafu is not an elephant. Bafus do not have tusks.,N,Elephants have tusks.,Elephants,Wumoxes,1,N-alt,Nonsense
Elephants have tusks. A Wumox is an elephant.,A Wumox has tusks.,Turtles are not elephants. Turtles do not have tusks.,N,Elephants have tusks.,Elephants,Wumoxes,1,N-alt,Real
Elephants have tusks. A Wumox is an elephant.,A Wumox has tusks.,Elephants have big ears.,N,Elephants have tusks.,Elephants,Wumoxes,1,N-prop,Real
Elephants have tusks. An african elephant is an elephant. A Wumox is an african elephant.,A Wumox has tusks.,An african elephant has tusks.,S,Elephants have tusks.,Elephants,Wumoxes,2,S-case,Real
Elephants have tusks. Elephants that have a genetic disorder that causes them not to grow tusks are elephants. Wumoxes are elephants that have a genetic disorder that causes them not to grow tusks.,A Wumox has tusks.,Elephants that have a genetic disorder that causes them not to grow tusks do not have tusks.,W,Elephants have tusks.,Elephants,Wumoxes,2,W-case,Real
Elephants have tusks. A Goq is an elephant. A Wumox is a Goq.,A Wumox has tusks.,A Goq has tusks,S,Elephants have tusks.,Elephants,Wumoxes,2,S-case,Nonsense
Elephants have tusks. A Goq is an elephant. A Wumox is a Goq.,A Wumox has tusks.,Goqs do not have tusks,W,Elephants have tusks.,Elephants,Wumoxes,2,W-case,Nonsense
Rabbits have legs. A Wumox is a rabbit.,A Wumox has legs.,A jackrabbit is a rabbit. A jackrabbit has legs.,S,Rabbits have legs.,Rabbits,Wumoxes,1,S-case,Real
Rabbits have legs. A Wumox is a rabbit.,A Wumox has legs.,A Bafu is a rabbit. A Bafu has legs.,S,Rabbits have legs.,Rabbits,Wumoxes,1,S-case,Nonsense
Rabbits have legs. A Wumox is a rabbit.,A Wumox has legs.,Slugs are rabbits. Slugs do not have legs.,W,Rabbits have legs.,Rabbits,Wumoxes,1,W-case,Real
Rabbits have legs. A Wumox is a rabbit.,A Wumox has legs.,A Bafu is a rabbit. Bafus do not have legs.,W,Rabbits have legs.,Rabbits,Wumoxes,1,W-case,Nonsense
Rabbits have legs. A Wumox is a rabbit.,A Wumox has legs.,Deer are not rabbits. Deer have legs.,N,Rabbits have legs.,Rabbits,Wumoxes,1,S-alt,Real
Rabbits have legs. A Wumox is a rabbit.,A Wumox has legs.,A Bafu is not a rabbit. A Bafu has legs.,N,Rabbits have legs.,Rabbits,Wumoxes,1,S-alt,Nonsense
Rabbits have legs. A Wumox is a rabbit.,A Wumox has legs.,A Bafu is not a rabbit. Bafus do not have legs.,N,Rabbits have legs.,Rabbits,Wumoxes,1,N-alt,Nonsense
Rabbits have legs. A Wumox is a rabbit.,A Wumox has legs.,Snails are not rabbits. Snails do not have legs.,N,Rabbits have legs.,Rabbits,Wumoxes,1,N-alt,Real
Rabbits have legs. A Wumox is a rabbit.,A Wumox has legs.,Rabbits have big ears.,N,Rabbits have legs.,Rabbits,Wumoxes,1,N-prop,Real
Rabbits have legs. A jackrabbit is a rabbit. A Wumox is a jackrabbit.,A Wumox has legs.,A jackrabbit has legs.,S,Rabbits have legs.,Rabbits,Wumoxes,2,S-case,Real
Rabbits have legs. Slugs are rabbits. Wumoxes are slugs.,A Wumox has legs.,Slugs do not have legs.,W,Rabbits have legs.,Rabbits,Wumoxes,2,W-case,Real
Rabbits have legs. A Goq is a rabbit. A Wumox is a Goq.,A Wumox has legs.,A Goq has legs,S,Rabbits have legs.,Rabbits,Wumoxes,2,S-case,Nonsense
Rabbits have legs. A Goq is a rabbit. A Wumox is a Goq.,A Wumox has legs.,Goqs do not have legs,W,Rabbits have legs.,Rabbits,Wumoxes,2,W-case,Nonsense
Elephants eat fruit. A Dofik is an elephant.,A Dofik eats fruit.,An african forest elephant is an elephant. An african forest elephant eats fruit.,S,Elephants eat fruit.,Elephants,Dofiks,1,S-case,Real
Elephants eat fruit. A Dofik is an elephant.,A Dofik eats fruit.,A Yeb is an elephant. A Yeb eats fruit.,S,Elephants eat fruit.,Elephants,Dofiks,1,S-case,Nonsense
Elephants eat fruit. A Dofik is an elephant.,A Dofik eats fruit.,Elephants that are very young and are still nursing from their mothers; are elephants. Elephants that are very young and are still nursing from their mothers; do not eat fruit.,W,Elephants eat fruit.,Elephants,Dofiks,1,W-case,Real
Elephants eat fruit. A Dofik is an elephant.,A Dofik eats fruit.,A Yeb is an elephant. Yebs do not eat fruit.,W,Elephants eat fruit.,Elephants,Dofiks,1,W-case,Nonsense
Elephants eat fruit. A Dofik is an elephant.,A Dofik eats fruit.,Squirrels are not elephants. Squirrels eat fruit.,N,Elephants eat fruit.,Elephants,Dofiks,1,S-alt,Real
Elephants eat fruit. A Dofik is an elephant.,A Dofik eats fruit.,A Yeb is not an elephant. A Yeb eats fruit.,N,Elephants eat fruit.,Elephants,Dofiks,1,S-alt,Nonsense
Elephants eat fruit. A Dofik is an elephant.,A Dofik eats fruit.,A Yeb is not an elephant. Yebs do not eat fruit.,N,Elephants eat fruit.,Elephants,Dofiks,1,N-alt,Nonsense
Elephants eat fruit. A Dofik is an elephant.,A Dofik eats fruit.,Sharks are not elephants. Sharks do not eat fruit.,N,Elephants eat fruit.,Elephants,Dofiks,1,N-alt,Real
Elephants eat fruit. A Dofik is an elephant.,A Dofik eats fruit.,Elephants eat grass.,N,Elephants eat fruit.,Elephants,Dofiks,1,N-prop,Real
Elephants eat fruit. An african forest elephant is an elephant. A Dofik is an african forest elephant.,A Dofik eats fruit.,An african forest elephant eats fruit.,S,Elephants eat fruit.,Elephants,Dofiks,2,S-case,Real
Elephants eat fruit. Elephants that are very young and are still nursing from their mothers; are elephants. Dofiks are elephants that are very young and are still nursing from their mothers;.,A Dofik eats fruit.,Elephants that are very young and are still nursing from their mothers; do not eat fruit.,W,Elephants eat fruit.,Elephants,Dofiks,2,W-case,Real
Elephants eat fruit. A Wumox is an elephant. A Dofik is a Wumox.,A Dofik eats fruit.,A Wumox eats fruit,S,Elephants eat fruit.,Elephants,Dofiks,2,S-case,Nonsense
Elephants eat fruit. A Wumox is an elephant. A Dofik is a Wumox.,A Dofik eats fruit.,Wumoxes do not eat fruit,W,Elephants eat fruit.,Elephants,Dofiks,2,W-case,Nonsense
Frogs are nocturnal. Dofiks are frogs.,Dofiks are nocturnal.,Leopard frogs are frogs. Leopard frogs are nocturnal.,S,Frogs are nocturnal.,Frogs,Dofiks,1,S-case,Real
Frogs are nocturnal. Dofiks are frogs.,Dofiks are nocturnal.,Yebs are frogs. Yebs are nocturnal.,S,Frogs are nocturnal.,Frogs,Dofiks,1,S-case,Nonsense
Frogs are nocturnal. Dofiks are frogs.,Dofiks are nocturnal.,Frogs that need to bask in the sun to thermoregulate are frogs. Frogs that need to bask in the sun to thermoregulate are not nocturnal.,W,Frogs are nocturnal.,Frogs,Dofiks,1,W-case,Real
Frogs are nocturnal. Dofiks are frogs.,Dofiks are nocturnal.,Yebs are frogs. Yebs are not nocturnal.,W,Frogs are nocturnal.,Frogs,Dofiks,1,W-case,Nonsense
Frogs are nocturnal. Dofiks are frogs.,Dofiks are nocturnal.,Owls are not frogs. Owls are nocturnal.,N,Frogs are nocturnal.,Frogs,Dofiks,1,S-alt,Real
Frogs are nocturnal. Dofiks are frogs.,Dofiks are nocturnal.,Yebs are not frogs. Yebs are nocturnal.,N,Frogs are nocturnal.,Frogs,Dofiks,1,S-alt,Nonsense
Frogs are nocturnal. Dofiks are frogs.,Dofiks are nocturnal.,Yebs are not frogs. Yebs are not nocturnal.,N,Frogs are nocturnal.,Frogs,Dofiks,1,N-alt,Nonsense
Frogs are nocturnal. Dofiks are frogs.,Dofiks are nocturnal.,Turtles are not frogs. Turtles are not nocturnal.,N,Frogs are nocturnal.,Frogs,Dofiks,1,N-alt,Real
Frogs are nocturnal. Dofiks are frogs.,Dofiks are nocturnal.,Frogs are amphibians.,N,Frogs are nocturnal.,Frogs,Dofiks,1,N-prop,Real
Frogs are nocturnal. Leopard frogs are frogs. Dofiks are leopard frogs.,Dofiks are nocturnal.,Leopard frogs are nocturnal.,S,Frogs are nocturnal.,Frogs,Dofiks,2,S-case,Real
Frogs are nocturnal. Frogs that need to bask in the sun to thermoregulate are frogs. Dofiks are frogs that need to bask in the sun to thermoregulate.,Dofiks are nocturnal.,Frogs that need to bask in the sun to thermoregulate are not nocturnal.,W,Frogs are nocturnal.,Frogs,Dofiks,2,W-case,Real
Frogs are nocturnal. Wumoxes are frogs. Dofiks are Wumoxes.,Dofiks are nocturnal.,Wumoxes are nocturnal,S,Frogs are nocturnal.,Frogs,Dofiks,2,S-case,Nonsense
Frogs are nocturnal. Wumoxes are frogs. Dofiks are Wumoxes.,Dofiks are nocturnal.,Wumoxes are not nocturnal,W,Frogs are nocturnal.,Frogs,Dofiks,2,W-case,Nonsense
Deer eat crops. A Bafu is a deer.,A Bafu eats crops.,A white-tailed deer is a deer. A white-tailed deer eats crops.,S,Deer eat crops.,Deer,Bafus,1,S-case,Real
Deer eat crops. A Bafu is a deer.,A Bafu eats crops.,A Goq is a deer. A Goq eats crops.,S,Deer eat crops.,Deer,Bafus,1,S-case,Nonsense
Deer eat crops. A Bafu is a deer.,A Bafu eats crops.,Deer that are in a specific location where they can't get to the crops are deer. Deer that are in a specific location where they can't get to the crops do not eat crops.,W,Deer eat crops.,Deer,Bafus,1,W-case,Real
Deer eat crops. A Bafu is a deer.,A Bafu eats crops.,A Goq is a deer. Goqs do not eat crops.,W,Deer eat crops.,Deer,Bafus,1,W-case,Nonsense
Deer eat crops. A Bafu is a deer.,A Bafu eats crops.,"Animals like raccoons, opossums, and birds are not deer. Animals like raccoons, opossums, and birds eat crops.",N,Deer eat crops.,Deer,Bafus,1,S-alt,Real
Deer eat crops. A Bafu is a deer.,A Bafu eats crops.,A Goq is not a deer. A Goq eats crops.,N,Deer eat crops.,Deer,Bafus,1,S-alt,Nonsense
Deer eat crops. A Bafu is a deer.,A Bafu eats crops.,A Goq is not a deer. Goqs do not eat crops.,N,Deer eat crops.,Deer,Bafus,1,N-alt,Nonsense
Deer eat crops. A Bafu is a deer.,A Bafu eats crops.,Sharks are not deer. Sharks do not eat crops.,N,Deer eat crops.,Deer,Bafus,1,N-alt,Real
Deer eat crops. A Bafu is a deer.,A Bafu eats crops.,Deer eat grass.,N,Deer eat crops.,Deer,Bafus,1,N-prop,Real
Deer eat crops. A white-tailed deer is a deer. A Bafu is a white-tailed deer.,A Bafu eats crops.,A white-tailed deer eats crops.,S,Deer eat crops.,Deer,Bafus,2,S-case,Real
Deer eat crops. Deer that are in a specific location where they can't get to the crops are deer. Bafus are deer that are in a specific location where they can't get to the crops.,A Bafu eats crops.,Deer that are in a specific location where they can't get to the crops do not eat crops.,W,Deer eat crops.,Deer,Bafus,2,W-case,Real
Deer eat crops. A Dofik is a deer. A Bafu is a Dofik.,A Bafu eats crops.,A Dofik eats crops,S,Deer eat crops.,Deer,Bafus,2,S-case,Nonsense
Deer eat crops. A Dofik is a deer. A Bafu is a Dofik.,A Bafu eats crops.,Dofiks do not eat crops,W,Deer eat crops.,Deer,Bafus,2,W-case,Nonsense
Cheetahs have teeth. A Wumox is a cheetah.,A Wumox has teeth.,An asiatic cheetah is a cheetah. An asiatic cheetah has teeth.,S,Cheetahs have teeth.,Cheetahs,Wumoxes,1,S-case,Real
Cheetahs have teeth. A Wumox is a cheetah.,A Wumox has teeth.,A Bafu is a cheetah. A Bafu has teeth.,S,Cheetahs have teeth.,Cheetahs,Wumoxes,1,S-case,Nonsense
Cheetahs have teeth. A Wumox is a cheetah.,A Wumox has teeth.,Cheetahs that have had their teeth removed are cheetahs. Cheetahs that have had their teeth removed do not have teeth.,W,Cheetahs have teeth.,Cheetahs,Wumoxes,1,W-case,Real
Cheetahs have teeth. A Wumox is a cheetah.,A Wumox has teeth.,A Bafu is a cheetah. Bafus do not have teeth.,W,Cheetahs have teeth.,Cheetahs,Wumoxes,1,W-case,Nonsense
Cheetahs have teeth. A Wumox is a cheetah.,A Wumox has teeth.,Hippopotamuses are not cheetahs. Hippopotamuses have teeth.,N,Cheetahs have teeth.,Cheetahs,Wumoxes,1,S-alt,Real
Cheetahs have teeth. A Wumox is a cheetah.,A Wumox has teeth.,A Bafu is not a cheetah. A Bafu has teeth.,N,Cheetahs have teeth.,Cheetahs,Wumoxes,1,S-alt,Nonsense
Cheetahs have teeth. A Wumox is a cheetah.,A Wumox has teeth.,A Bafu is not a cheetah. Bafus do not have teeth.,N,Cheetahs have teeth.,Cheetahs,Wumoxes,1,N-alt,Nonsense
Cheetahs have teeth. A Wumox is a cheetah.,A Wumox has teeth.,Falcons are not cheetahs. Falcons do not have teeth.,N,Cheetahs have teeth.,Cheetahs,Wumoxes,1,N-alt,Real
Cheetahs have teeth. A Wumox is a cheetah.,A Wumox has teeth.,Cheetahs have a long tail.,N,Cheetahs have teeth.,Cheetahs,Wumoxes,1,N-prop,Real
Cheetahs have teeth. An asiatic cheetah is a cheetah. A Wumox is an asiatic cheetah.,A Wumox has teeth.,An asiatic cheetah has teeth.,S,Cheetahs have teeth.,Cheetahs,Wumoxes,2,S-case,Real
Cheetahs have teeth. Cheetahs that have had their teeth removed are cheetahs. Wumoxes are cheetahs that have had their teeth removed.,A Wumox has teeth.,Cheetahs that have had their teeth removed do not have teeth.,W,Cheetahs have teeth.,Cheetahs,Wumoxes,2,W-case,Real
Cheetahs have teeth. A Goq is a cheetah. A Wumox is a Goq.,A Wumox has teeth.,A Goq has teeth,S,Cheetahs have teeth.,Cheetahs,Wumoxes,2,S-case,Nonsense
Cheetahs have teeth. A Goq is a cheetah. A Wumox is a Goq.,A Wumox has teeth.,Goqs do not have teeth,W,Cheetahs have teeth.,Cheetahs,Wumoxes,2,W-case,Nonsense
Camels have thick fur. A Goq is a camel.,A Goq has thick fur.,A bactrian camel is a camel. A bactrian camels have thick fur.,S,Camels have thick fur.,Camels,Goqs,1,S-case,Real
Camels have thick fur. A Goq is a camel.,A Goq has thick fur.,A Dofik is a camel. A Dofik s have thick fur.,S,Camels have thick fur.,Camels,Goqs,1,S-case,Nonsense
